605 529 -528, 155 763 -342, 732 178 901, 649 -658 613, 971 -443 619, 165 -87 -815, -882 -576 -977, -861 629 -873, -446 266 -951, -583 -650 927, 
550 543 -506, -505 523 519, 491 537 514, 38 -531 512, 702 -437 455, 537 -544 -539, -558 -575 -529, -566 581 -511, -90 22 -370, -668 -467 486, 
551 545 -508, -505 524 518, 493 536 515, 32 -530 513, 700 -442 458, 539 -546 -539, -556 -571 -531, -565 576 -513, -74 24 -361, -671 -467 484, 
553 547 -509, -505 525 518, 495 535 516, 27 -529 515, 698 -446 460, 540 -547 -539, -554 -567 -533, -564 572 -514, -60 26 -352, -673 -466 482, 
554 549 -510, -504 527 518, 496 535 516, 22 -529 517, 696 -450 461, 541 -548 -539, -552 -564 -534, -563 569 -515, -48 28 -343, -675 -466 480, 
555 550 -512, -504 528 518, 498 534 517, 18 -529 519, 695 -452 462, 541 -548 -540, -550 -561 -535, -562 566 -516, -38 30 -335, -677 -465 478, 
556 552 -513, -504 529 518, 499 534 517, 15 -529 520, 694 -454 463, 541 -548 -540, -548 -559 -536, -561 564 -517, -30 32 -327, -678 -464 476, 
556 553 -514, -504 529 518, 500 534 518, 13 -529 522, 693 -456 464, 542 -548 -541, -546 -557 -537, -560 562 -518, -23 33 -319, -679 -463 475, 
556 554 -515, -504 530 518, 501 534 519, 11 -530 523, 692 -458 464, 542 -548 -541, -544 -556 -538, -559 560 -519, -17 34 -312, -680 -463 473, 
556 554 -516, -504 531 518, 502 533 519, 9 -530 525, 692 -459 464, 542 -548 -542, -543 -555 -539, -558 559 -520, -12 35 -305, -681 -463 472, 
556 554 -517, -504 531 518, 503 533 520, 8 -530 527, 691 -460 464, 542 -548 -542, -542 -553 -540, -557 557 -521, -9 36 -298, -682 -462 471, 
556 554 -518, -504 532 518, 504 533 520, 7 -531 528, 691 -461 464, 542 -548 -543, -540 -552 -540, -556 556 -522, -6 37 -290, -682 -462 470, 
556 554 -519, -504 532 518, 505 534 521, 6 -532 530, 691 -462 464, 541 -548 -543, -539 -551 -541, -556 555 -523, -3 38 -282, -683 -462 469, 
556 554 -520, -504 533 518, 506 534 521, 5 -532 532, 691 -463 464, 541 -547 -544, -538 -550 -542, -555 554 -523, -1 39 -275, -683 -462 468, 
555 554 -521, -505 533 518, 507 534 521, 4 -533 533, 691 -464 464, 540 -546 -544, -537 -549 -542, -554 553 -524, 0 40 -268, -684 -462 467, 
555 554 -522, -505 533 519, 507 534 522, 4 -533 535, 690 -464 463, 539 -546 -545, -536 -549 -543, -554 552 -525, 1 40 -260, -684 -462 467, 
554 553 -522, -505 534 519, 508 534 522, 3 -534 536, 690 -465 463, 539 -545 -546, -535 -548 -543, -553 551 -525, 2 41 -253, -685 -462 466, 
553 553 -523, -505 534 519, 508 535 522, 3 -535 537, 690 -465 463, 538 -544 -546, -534 -547 -544, -552 550 -526, 2 41 -245, -685 -462 466, 
552 552 -524, -506 535 520, 509 535 523, 3 -536 539, 690 -465 463, 538 -543 -547, -533 -547 -544, -551 550 -527, 2 41 -237, -685 -462 465, 
552 551 -524, -506 535 520, 509 535 523, 3 -537 541, 690 -466 462, 537 -543 -547, -532 -546 -545, -551 549 -527, 2 42 -229, -685 -462 465, 
551 550 -525, -507 536 521, 510 536 524, 3 -538 542, 691 -466 462, 536 -542 -548, -531 -545 -545, -550 548 -528, 2 43 -221, -685 -462 464, 
550 549 -526, -507 536 521, 510 536 524, 3 -538 543, 691 -466 461, 535 -541 -548, -531 -545 -546, -549 547 -528, 2 44 -213, -686 -462 464, 
550 549 -526, -508 537 522, 511 537 524, 3 -539 545, 691 -466 461, 534 -541 -548, -530 -544 -546, -549 547 -529, 2 45 -205, -686 -462 464, 
549 548 -527, -508 537 522, 511 537 525, 3 -540 546, 691 -466 460, 533 -540 -548, -529 -543 -547, -548 546 -530, 2 46 -198, -686 -462 463, 
548 547 -527, -509 538 523, 512 538 525, 3 -541 547, 691 -467 460, 532 -539 -549, -528 -542 -547, -547 545 -530, 2 47 -190, -686 -463 463, 
548 546 -528, -509 538 523, 512 538 526, 3 -541 549, 691 -467 459, 532 -538 -549, -528 -541 -547, -547 545 -530, 2 48 -182, -686 -463 462, 
547 546 -528, -510 538 524, 513 539 526, 3 -542 551, 692 -467 459, 531 -538 -550, -527 -541 -548, -546 544 -531, 2 49 -174, -687 -463 462, 
546 545 -529, -511 539 524, 514 539 527, 3 -543 552, 692 -467 458, 530 -537 -550, -526 -540 -548, -545 543 -531, 2 50 -166, -687 -464 461, 
546 544 -529, -511 539 525, 514 540 527, 3 -544 554, 692 -467 458, 529 -536 -550, -525 -539 -548, -545 542 -532, 2 51 -158, -687 -464 461, 
545 544 -530, -512 539 525, 515 540 528, 3 -545 555, 692 -467 458, 528 -536 -550, -524 -539 -548, -544 542 -532, 2 52 -151, -687 -464 461, 
544 543 -530, -512 540 526, 515 541 528, 3 -546 556, 692 -468 458, 528 -535 -550, -523 -538 -548, -543 541 -533, 2 53 -144, -687 -465 461, 
544 542 -530, -513 540 526, 516 541 528, 3 -546 557, 692 -468 458, 527 -534 -550, -523 -537 -548, -543 540 -533, 2 54 -137, -687 -465 460, 
543 542 -531, -513 540 526, 516 541 529, 3 -547 558, 692 -468 458, 527 -534 -550, -522 -537 -548, -542 540 -533, 2 55 -131, -687 -465 460, 
543 541 -531, -514 541 527, 517 542 529, 3 -548 559, 692 -468 458, 526 -533 -550, -521 -536 -548, -541 539 -533, 3 56 -125, -687 -465 460, 
542 541 -531, -514 541 527, 517 542 530, 3 -548 560, 693 -468 458, 525 -533 -550, -521 -536 -548, -541 538 -533, 3 57 -119, -687 -465 460, 
542 540 -531, -514 541 527, 517 542 530, 3 -549 561, 693 -468 457, 525 -532 -550, -520 -535 -548, -540 538 -534, 3 58 -114, -687 -465 460, 
542 540 -531, -515 542 527, 518 543 530, 3 -550 561, 693 -468 457, 524 -532 -550, -520 -535 -548, -540 537 -534, 3 59 -109, -688 -465 460, 
541 539 -531, -515 542 528, 518 543 531, 3 -550 562, 693 -468 457, 524 -531 -550, -520 -534 -548, -539 537 -534, 3 60 -104, -688 -465 460, 
541 539 -531, -515 542 528, 518 543 531, 3 -551 562, 693 -468 457, 523 -531 -550, -519 -534 -548, -539 537 -534, 3 61 -100, -688 -465 460, 
541 539 -531, -516 543 528, 519 543 531, 3 -552 562, 693 -468 457, 523 -530 -550, -519 -533 -548, -539 536 -534, 3 62 -96, -688 -465 460, 
540 539 -531, -516 543 529, 519 544 532, 3 -553 562, 693 -469 457, 522 -530 -550, -518 -533 -548, -538 536 -534, 3 63 -92, -688 -465 460, 
540 538 -531, -516 543 529, 519 544 532, 3 -553 563, 693 -469 457, 522 -529 -550, -518 -533 -548, -538 536 -534, 3 64 -88, -688 -465 460, 
540 538 -531, -517 543 529, 520 544 532, 3 -554 563, 693 -469 457, 522 -529 -550, -518 -532 -548, -538 535 -534, 3 65 -85, -688 -465 460, 
540 538 -531, -517 544 530, 520 544 533, 3 -554 563, 693 -469 457, 521 -529 -550, -517 -532 -548, -538 535 -534, 3 66 -82, -688 -465 460, 
539 538 -531, -517 544 530, 520 544 533, 3 -555 563, 693 -469 456, 521 -529 -550, -517 -532 -548, -537 535 -534, 3 67 -79, -688 -465 460, 
539 537 -531, -517 544 530, 520 544 533, 3 -555 563, 693 -469 456, 521 -528 -550, -517 -531 -548, -537 535 -534, 3 67 -77, -688 -465 460, 
539 537 -531, -517 544 530, 520 545 533, 3 -556 563, 693 -469 456, 521 -528 -550, -517 -531 -548, -537 535 -534, 3 68 -75, -688 -465 460, 
539 537 -532, -518 544 531, 520 545 534, 3 -556 563, 693 -469 456, 520 -528 -550, -517 -531 -548, -537 535 -534, 3 68 -74, -688 -465 460, 
539 537 -532, -518 544 531, 520 545 534, 3 -556 563, 694 -469 456, 520 -528 -550, -517 -531 -548, -537 535 -534, 3 69 -72, -688 -465 460, 
539 537 -532, -518 544 531, 520 545 534, 3 -556 563, 694 -469 456, 520 -528 -550, -517 -531 -547, -537 535 -534, 3 70 -71, -688 -465 460, 
539 537 -532, -518 545 531, 521 545 534, 3 -556 563, 694 -469 456, 520 -528 -550, -517 -531 -547, -537 534 -534, 3 71 -70, -688 -465 460, 
539 537 -532, -518 545 531, 521 545 534, 3 -556 563, 694 -469 456, 520 -527 -550, -516 -531 -547, -537 534 -534, 3 71 -69, -688 -465 460, 
539 537 -532, -518 545 531, 521 545 534, 3 -557 563, 694 -469 456, 520 -527 -550, -516 -531 -547, -537 534 -534, 3 71 -68, -688 -465 460, 
539 537 -532, -518 545 531, 521 545 534, 3 -557 563, 694 -469 456, 520 -527 -550, -516 -531 -547, -537 534 -534, 3 71 -67, -688 -465 460, 
538 537 -532, -518 545 531, 521 545 534, 3 -557 563, 694 -469 456, 520 -527 -550, -516 -531 -547, -537 534 -534, 3 71 -67, -688 -465 460, 
538 537 -532, -518 545 531, 521 545 534, 3 -557 563, 694 -469 456, 520 -527 -550, -516 -531 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
538 536 -532, -518 545 531, 521 545 534, 3 -557 564, 694 -469 456, 520 -527 -550, -516 -530 -547, -537 534 -534, 3 71 -66, -688 -465 460, 
